Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[developmental stage]	Term Source REF	Term Accession Number	Characteristics[organism part]	Material Type	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[developmental stage]
ERS1079198	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892064	73612310-e60c-11e5-bc69-3c4a9275d6c6	ERS1079198	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564946_ERX1513079	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513079	group 47	sequencing assay	ERX1513079	ERR1442702_1	SC	ERR1442702	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_1.fastq.gz	segmentation 14-19 somites
ERS1079198	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892064	73612310-e60c-11e5-bc69-3c4a9275d6c6	ERS1079198	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564946_ERX1513079	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513079	group 47	sequencing assay	ERX1513079	ERR1442702_2	SC	ERR1442702	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_2.fastq.gz	segmentation 14-19 somites
ERS1079198	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892064	73612310-e60c-11e5-bc69-3c4a9275d6c6	ERS1079198	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564946_ERX1513169	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513169	group 47	sequencing assay	ERX1513169	ERR1442792_1	SC	ERR1442792	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442792/ERR1442792_1.fastq.gz	segmentation 14-19 somites
ERS1079198	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892064	73612310-e60c-11e5-bc69-3c4a9275d6c6	ERS1079198	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564946_ERX1513169	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513169	group 47	sequencing assay	ERX1513169	ERR1442792_2	SC	ERR1442792	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442792/ERR1442792_2.fastq.gz	segmentation 14-19 somites
ERS1079198	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892064	73612310-e60c-11e5-bc69-3c4a9275d6c6	ERS1079198	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564946_ERX1513259	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513259	group 47	sequencing assay	ERX1513259	ERR1442882_1	SC	ERR1442882	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442882/ERR1442882_1.fastq.gz	segmentation 14-19 somites
ERS1079198	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892064	73612310-e60c-11e5-bc69-3c4a9275d6c6	ERS1079198	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564946_ERX1513259	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513259	group 47	sequencing assay	ERX1513259	ERR1442882_2	SC	ERR1442882	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442882/ERR1442882_2.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1512990	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512990	group 48	sequencing assay	ERX1512990	ERR1442613_1	SC	ERR1442613	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442613/ERR1442613_1.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1512990	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512990	group 48	sequencing assay	ERX1512990	ERR1442613_2	SC	ERR1442613	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442613/ERR1442613_2.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1513080	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513080	group 48	sequencing assay	ERX1513080	ERR1442703_1	SC	ERR1442703	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_1.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1513080	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513080	group 48	sequencing assay	ERX1513080	ERR1442703_2	SC	ERR1442703	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_2.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1513170	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513170	group 48	sequencing assay	ERX1513170	ERR1442793_1	SC	ERR1442793	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442793/ERR1442793_1.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1513170	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513170	group 48	sequencing assay	ERX1513170	ERR1442793_2	SC	ERR1442793	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442793/ERR1442793_2.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1513260	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513260	group 48	sequencing assay	ERX1513260	ERR1442883_1	SC	ERR1442883	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442883/ERR1442883_1.fastq.gz	segmentation 14-19 somites
ERS1079199	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892065	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079199	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564958_ERX1513260	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513260	group 48	sequencing assay	ERX1513260	ERR1442883_2	SC	ERR1442883	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442883/ERR1442883_2.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1512991	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512991	group 49	sequencing assay	ERX1512991	ERR1442614_1	SC	ERR1442614	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442614/ERR1442614_1.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1512991	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512991	group 49	sequencing assay	ERX1512991	ERR1442614_2	SC	ERR1442614	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442614/ERR1442614_2.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1513081	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513081	group 49	sequencing assay	ERX1513081	ERR1442704_1	SC	ERR1442704	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_1.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1513081	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513081	group 49	sequencing assay	ERX1513081	ERR1442704_2	SC	ERR1442704	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_2.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1513171	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513171	group 49	sequencing assay	ERX1513171	ERR1442794_1	SC	ERR1442794	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442794/ERR1442794_1.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1513171	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513171	group 49	sequencing assay	ERX1513171	ERR1442794_2	SC	ERR1442794	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442794/ERR1442794_2.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1513261	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513261	group 49	sequencing assay	ERX1513261	ERR1442884_1	SC	ERR1442884	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442884/ERR1442884_1.fastq.gz	segmentation 14-19 somites
ERS1079200	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892066	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079200	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564970_ERX1513261	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513261	group 49	sequencing assay	ERX1513261	ERR1442884_2	SC	ERR1442884	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442884/ERR1442884_2.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1512992	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512992	group 50	sequencing assay	ERX1512992	ERR1442615_1	SC	ERR1442615	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442615/ERR1442615_1.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1512992	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512992	group 50	sequencing assay	ERX1512992	ERR1442615_2	SC	ERR1442615	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442615/ERR1442615_2.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1513082	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513082	group 50	sequencing assay	ERX1513082	ERR1442705_1	SC	ERR1442705	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_1.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1513082	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513082	group 50	sequencing assay	ERX1513082	ERR1442705_2	SC	ERR1442705	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_2.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1513172	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513172	group 50	sequencing assay	ERX1513172	ERR1442795_1	SC	ERR1442795	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442795/ERR1442795_1.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1513172	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513172	group 50	sequencing assay	ERX1513172	ERR1442795_2	SC	ERR1442795	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442795/ERR1442795_2.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1513262	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513262	group 50	sequencing assay	ERX1513262	ERR1442885_1	SC	ERR1442885	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442885/ERR1442885_1.fastq.gz	segmentation 14-19 somites
ERS1079201	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 14-19 somites	ZFS	ZFS:0000026	whole organism	whole organism	SAMEA3892067	73843b70-e60c-11e5-bc69-3c4a9275d6c6	ERS1079201	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564982_ERX1513262	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513262	group 50	sequencing assay	ERX1513262	ERR1442885_2	SC	ERR1442885	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442885/ERR1442885_2.fastq.gz	segmentation 14-19 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1512993	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512993	group 51	sequencing assay	ERX1512993	ERR1442616_1	SC	ERR1442616	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442616/ERR1442616_1.fastq.gz	segmentation 20-25 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1512993	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512993	group 51	sequencing assay	ERX1512993	ERR1442616_2	SC	ERR1442616	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442616/ERR1442616_2.fastq.gz	segmentation 20-25 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1513083	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513083	group 51	sequencing assay	ERX1513083	ERR1442706_1	SC	ERR1442706	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_1.fastq.gz	segmentation 20-25 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1513083	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513083	group 51	sequencing assay	ERX1513083	ERR1442706_2	SC	ERR1442706	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_2.fastq.gz	segmentation 20-25 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1513173	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513173	group 51	sequencing assay	ERX1513173	ERR1442796_1	SC	ERR1442796	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442796/ERR1442796_1.fastq.gz	segmentation 20-25 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1513173	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513173	group 51	sequencing assay	ERX1513173	ERR1442796_2	SC	ERR1442796	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442796/ERR1442796_2.fastq.gz	segmentation 20-25 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1513263	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513263	group 51	sequencing assay	ERX1513263	ERR1442886_1	SC	ERR1442886	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442886/ERR1442886_1.fastq.gz	segmentation 20-25 somites
ERS1079203	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892069	73902250-e60c-11e5-bc69-3c4a9275d6c6	ERS1079203	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564994_ERX1513263	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513263	group 51	sequencing assay	ERX1513263	ERR1442886_2	SC	ERR1442886	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442886/ERR1442886_2.fastq.gz	segmentation 20-25 somites
ERS1079204	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892070	73a7a1f0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079204	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564911_ERX1512994	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512994	group 52	sequencing assay	ERX1512994	ERR1442617_1	SC	ERR1442617	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442617/ERR1442617_1.fastq.gz	segmentation 20-25 somites
ERS1079204	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892070	73a7a1f0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079204	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564911_ERX1512994	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1512994	group 52	sequencing assay	ERX1512994	ERR1442617_2	SC	ERR1442617	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442617/ERR1442617_2.fastq.gz	segmentation 20-25 somites
ERS1079204	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	segmentation 20-25 somites	ZFS	ZFS:0000027	whole organism	whole organism	SAMEA3892070	73a7a1f0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079204	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564911_ERX1513084	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513084	group 52	sequencing assay	ERX1513084	ERR1442707_1	SC	ERR1442707	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442707/ERR1442707_1.fastq.gz	segmentation 20-25 somites
