# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Wed, 05-Aug-2020 16:22:51
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000079977	nhsb	0.2	0.1	2.0	1.0	4.0	17.0	13.0	6.0	5.0	2.0	2.0	2.0	2.0	3.0	5.0	12.0	10.0	12.0
ENSDARG00000079978	samd10a	1.0	2.0	23.0	18.0	7.0	4.0		1.0	9.0	8.0	8.0	6.0	6.0	5.0	8.0	6.0	10.0	11.0
ENSDARG00000079979	fam89a	14.0	59.0	80.0	111.0	65.0	47.0	41.0	35.0	10.0	6.0	10.0	10.0	15.0	14.0	15.0	13.0	14.0	11.0
ENSDARG00000079980	si:ch211-202h22.9																	8.0	9.0
ENSDARG00000079983	agbl2					0.3	0.2	0.3	0.7	3.0	1.0	2.0	1.0	0.6	1.0	0.6	0.6	0.5	0.7
ENSDARG00000079985	nrip2										2.0	1.0	5.0	3.0	3.0	4.0	14.0	15.0	15.0
ENSDARG00000079986	BX927329.1					0.1	0.4	0.3	0.2									0.1	
ENSDARG00000079992	senp6b	6.0	6.0	37.0	38.0	7.0	0.8	0.5	0.3										
ENSDARG00000079994	akap13	3.0	4.0	21.0	25.0	8.0	1.0	0.6	0.9	4.0	4.0	5.0	6.0	6.0	5.0	5.0	6.0	7.0	7.0
ENSDARG00000079997	si:zfos-223e1.2		0.5	0.5	4.0	0.8	2.0	0.9	0.5	2.0	1.0	1.0	2.0	3.0	2.0	2.0	3.0	2.0	3.0
ENSDARG00000080000	si:dkey-178e17.1						3.0	2.0	1.0										
ENSDARG00000080001	ENSDARG00000080001	0.3	2.0	5.0	6.0	3.0	2.0	3.0	6.0	10.0	12.0	10.0	10.0	8.0	7.0	6.0	8.0	7.0	6.0
ENSDARG00000080006	tmem41b	8.0	14.0	32.0	29.0	22.0	11.0	7.0	8.0	9.0	8.0	9.0	7.0	7.0	9.0	6.0	12.0	8.0	5.0
ENSDARG00000080009	bahcc1b	0.9	0.7	3.0	4.0	2.0	1.0	1.0	1.0	6.0	12.0	16.0	21.0	16.0	20.0	17.0	13.0	13.0	13.0
ENSDARG00000080010	adh5	41.0	74.0	92.0	86.0	96.0	92.0	91.0	77.0	66.0	57.0	61.0	108.0	180.0	176.0	171.0	139.0	152.0	154.0
ENSDARG00000080015	lrrtm4l1				0.3											0.9	2.0	2.0	4.0
ENSDARG00000080016	si:cabz01032454.3	2.0	5.0	17.0	16.0	7.0	9.0	10.0	9.0	6.0	3.0	4.0	4.0	3.0	3.0	2.0	1.0	2.0	2.0
ENSDARG00000080018	kif16bb	0.5	0.4	0.9	0.9	0.4						0.2	0.2			0.4	1.0	2.0	3.0
ENSDARG00000080019	UBA6	2.0	3.0	18.0	19.0	8.0	2.0	1.0	3.0	7.0	10.0	10.0	8.0	8.0	9.0	8.0	9.0	9.0	7.0
ENSDARG00000080020	il13ra1	5.0	5.0	4.0	12.0	3.0	2.0	1.0	3.0	5.0	5.0	4.0	4.0	4.0	3.0	5.0	7.0	9.0	9.0
ENSDARG00000080021	zmat3	1.0	5.0	3.0	3.0	4.0	3.0	1.0				0.6			0.7	0.7	0.8	3.0	2.0
ENSDARG00000080057	ENSDARG00000080057						11.0												
ENSDARG00000080081	dre-mir-133c									9.0	39.0	49.0	53.0	11.0	8.0	18.0	9.0		
ENSDARG00000080128	NC_002333.1	22.0	23.0	13.0	10.0	11.0	13.0	10.0		27.0	11.0								
ENSDARG00000080174	dre-mir-124-5							18.0	23.0	7.0	17.0	11.0	16.0	12.0	63.0	26.0	32.0	35.0	39.0
ENSDARG00000080188	CR847523.1					36.0	82.0	24.0	35.0	52.0	38.0								
ENSDARG00000080201	CR854851.1															8.0			
ENSDARG00000080337	NC_002333.4	254524.0	213484.0	109619.0	108620.0	179409.0	137665.0	115005.0	100534.0	78391.0	81057.0	56347.0	38923.0	37834.0	39061.0	33338.0	35046.0	39313.0	47333.0
ENSDARG00000080347	dre-mir-130b										9.0								
ENSDARG00000080351	BX927397.1						7.0		7.0										
ENSDARG00000080372	CU929070.1					10.0	22.0	18.0	28.0	10.0	23.0	8.0	14.0						
ENSDARG00000080401	NC_002333.5	131.0	50.0	52.0	55.0	40.0	27.0	22.0	39.0	54.0	21.0	32.0	20.0		27.0	14.0	24.0	13.0	
ENSDARG00000080450	CT863714.2						14.0	7.0	7.0		5.0								
ENSDARG00000080493	CR388231.1					16.0	64.0	14.0											
ENSDARG00000080499	CU638697.1							6.0			11.0								
ENSDARG00000080531	AL954715.2						43.0			22.0	21.0	10.0							
ENSDARG00000080579	dre-mir-26b																		10.0
ENSDARG00000080630	NC_002333.6	220.0	151.0	127.0	92.0	57.0	29.0	36.0	77.0	212.0	120.0	135.0	88.0	70.0	112.0	87.0	107.0	64.0	41.0
ENSDARG00000080675	si:dkey-71b5.7						0.2	0.2	0.7	2.0	2.0	2.0	2.0	3.0	4.0	5.0	10.0	12.0	12.0
ENSDARG00000080694	ENSDARG00000080694						13.0	13.0	6.0	11.0									
ENSDARG00000080698	AL954715.3						14.0			11.0									
ENSDARG00000080718	NC_002333.7									11.0		13.0		13.0	13.0	13.0	26.0	38.0	40.0
ENSDARG00000080774	CR388189.1					33.0	35.0	24.0	6.0										
ENSDARG00000080775	CR847523.2					47.0	112.0	45.0	47.0	62.0	48.0	38.0	19.0	12.0			12.0		
ENSDARG00000080823	BX276180.1						4.0	10.0	4.0	4.0									
ENSDARG00000080987	CR847546.1									3.0									
ENSDARG00000081096	CABZ01060030.1								7.0										
ENSDARG00000081109	dre-mir-7b														8.0				
ENSDARG00000081126	CR788281.1					2.0													
ENSDARG00000081145	dre-mir-181b-1																7.0		
ENSDARG00000081163	dre-mir-153c											5.0	5.0						
ENSDARG00000081190	dre-mir-132-1																	9.0	
ENSDARG00000081218	AL935186.2	685.0	947.0	1051.0	1486.0	1911.0	711.0	400.0	208.0	116.0	32.0	23.0	19.0	5.0	23.0				
ENSDARG00000081252	dre-mir-16b						7.0	6.0	12.0	11.0	10.0	5.0	14.0	13.0	13.0	18.0	7.0		14.0
ENSDARG00000081270	rn7sk						6.0	3.0	9.0	42.0	15.0	24.0	16.0	17.0	28.0	5.0	5.0	3.0	3.0
ENSDARG00000081299	BX936308.1													1.0	0.9	5.0	7.0	10.0	11.0
ENSDARG00000081303	MIR363									8.0	26.0	13.0	19.0	7.0	16.0	8.0			
ENSDARG00000081311	dre-mir-124-2														22.0	30.0	11.0		
ENSDARG00000081369	NC_002333.9	265.0	239.0	152.0	105.0	91.0	99.0	80.0	123.0	170.0	81.0	99.0	79.0	59.0	38.0	45.0	72.0	55.0	30.0
ENSDARG00000081423	dre-mir-124-3														6.0		7.0	8.0	9.0
ENSDARG00000081475	NC_002333.11	70.0	59.0	42.0	43.0	26.0	26.0	28.0	28.0	76.0	25.0	60.0	29.0	27.0	39.0	27.0	38.0	26.0	
ENSDARG00000081580	CR385068.2					74.0	172.0	135.0	200.0	256.0	244.0	109.0	66.0	34.0	38.0	26.0	13.0	37.0	14.0
ENSDARG00000081638	dre-mir-10c										7.0								
ENSDARG00000081648	BX957326.1								6.0										
ENSDARG00000081654	CR759830.1					21.0	46.0	26.0	23.0	12.0	38.0	22.0	13.0			10.0			
ENSDARG00000081702	CT573103.1														6.0				
ENSDARG00000081779	dre-mir-203a						9.0	9.0			7.0								
ENSDARG00000081799	AL935280.1			9.0	7.0	9.0													
ENSDARG00000081800	MIR199B													14.0	15.0	26.0	38.0	13.0	32.0
ENSDARG00000081802	CU929070.2					18.0	10.0	10.0	11.0	11.0	17.0								
ENSDARG00000081856	ENSDARG00000081856					37.0	62.0	36.0	26.0	44.0	12.0	12.0	13.0			11.0			
ENSDARG00000081926	CR626962.1						23.0	20.0	11.0	23.0	11.0								
ENSDARG00000081931	CR385068.3					19.0	25.0	31.0	26.0	60.0	37.0	37.0	7.0	7.0	11.0		6.0		
ENSDARG00000081937	CR936321.3					19.0	35.0	28.0	35.0	68.0	37.0	49.0	35.0	7.0	14.0	8.0	13.0	7.0	8.0
ENSDARG00000081938	NC_002333.13	21.0			13.0														
ENSDARG00000082084	NC_002333.14	22.0									11.0		14.0				13.0	13.0	28.0
ENSDARG00000082087	AL954715.4					43.0	42.0	27.0	48.0	64.0	23.0	34.0	19.0	13.0	11.0	11.0			
ENSDARG00000082105	ENSDARG00000082105								9.0										
ENSDARG00000082187	dre-mir-21-1											6.0	6.0			11.0	6.0	12.0	19.0
ENSDARG00000082219	ENSDARG00000082219						14.0			21.0									
ENSDARG00000082222	dre-mir-137-1															9.0			
ENSDARG00000082242	BX276180.2					11.0	32.0	31.0	44.0	26.0	31.0	16.0	14.0	8.0	4.0		4.0	4.0	
ENSDARG00000082257	dre-mir-219-1									8.0	24.0	38.0	30.0	45.0	40.0				
ENSDARG00000082321	AL929108.1					5.0	19.0	21.0	14.0	10.0	12.0	11.0	10.0	4.0	10.0				5.0
ENSDARG00000082396	dre-mir-206-1										14.0	17.0	20.0	16.0	9.0				
ENSDARG00000082419	BX537350.1						7.0			7.0	6.0								
ENSDARG00000082423	ENSDARG00000082423									7.0	6.0	7.0							
ENSDARG00000082428	dre-mir-19c										20.0	8.0	18.0	8.0	7.0				
ENSDARG00000082511	CT863714.4												11.0						
ENSDARG00000082598	dre-mir-135b										9.0	9.0							
ENSDARG00000082634	ENSDARG00000082634					20.0	35.0	31.0	34.0	20.0	18.0	9.0	18.0						
ENSDARG00000082753	NC_002333.17	1163.0	632.0	911.0	1022.0	607.0	851.0	905.0	1000.0	729.0	341.0	551.0	293.0	255.0	384.0	186.0	215.0	297.0	540.0
ENSDARG00000082811	CR339054.2					34.0	24.0			13.0									
ENSDARG00000082928	ENSDARG00000082928					14.0	24.0	26.0	35.0	70.0	22.0	53.0	43.0	19.0	21.0	19.0	13.0	8.0	
ENSDARG00000082960	BX571699.2							10.0		8.0									
ENSDARG00000082968	dre-mir-429b											8.0	12.0		16.0	8.0	8.0	9.0	9.0
ENSDARG00000082979	ENSDARG00000082979	45.0	37.0	41.0	34.0	15.0	2.0	1.0	0.2		0.5	2.0	6.0	8.0	13.0	13.0	8.0	7.0	8.0
ENSDARG00000083042	mir214a														9.0			9.0	
ENSDARG00000083050	CABZ01071191.1																7.0	15.0	8.0
ENSDARG00000083108	BX276180.3					8.0	20.0	16.0	8.0	12.0	14.0	10.0	3.0	4.0	4.0				
ENSDARG00000083118	NC_002333.20	54.0	11.0	26.0	27.0	12.0				25.0	39.0	30.0	28.0	24.0	23.0	25.0	25.0	26.0	27.0
ENSDARG00000083158	SNORD54										12.0								
ENSDARG00000083171	AL929434.2						11.0												
ENSDARG00000083189	arhgap19	115.0	162.0	149.0	135.0	90.0	32.0	51.0	38.0	35.0	27.0	28.0	29.0	26.0	27.0	17.0	7.0	10.0	5.0
ENSDARG00000083266	CU929070.4					17.0	18.0	9.0	30.0	16.0	16.0	24.0	11.0						
ENSDARG00000083272	dre-mir-217													10.0					
ENSDARG00000083308	dre-mir-489																8.0		
ENSDARG00000083312	NC_002333.21	12.0								22.0		11.0							
ENSDARG00000083325	CR788281.2					27.0	18.0	23.0	12.0	8.0	5.0	2.0	3.0		2.0				
ENSDARG00000083357	dre-mir-203b						10.0		11.0		30.0	9.0	24.0	22.0	10.0		10.0		12.0
ENSDARG00000083378	CT573103.2								14.0	12.0		6.0		7.0					
ENSDARG00000083389	CU928129.1						20.0	17.0		18.0	12.0								
ENSDARG00000083400	BX276180.4					16.0	20.0	14.0	4.0	16.0	16.0	7.0	6.0	4.0	12.0				
ENSDARG00000083403	ENSDARG00000083403					9.0													
ENSDARG00000083412	CU861451.1											6.0	12.0	8.0	15.0	23.0	55.0	56.0	67.0
ENSDARG00000083480	NC_002333.23																		15.0
ENSDARG00000083504	ENSDARG00000083504						21.0		10.0	9.0	10.0								
ENSDARG00000083519	NC_002333.24	11.0																11.0	
ENSDARG00000083588	dre-mir-181b-3									17.0	8.0		8.0	9.0	20.0	43.0	56.0	42.0	44.0
ENSDARG00000083593	BX901883.1					13.0	45.0	43.0	32.0	23.0	19.0	18.0	15.0		6.0				
ENSDARG00000083597	dre-mir-22a									9.0	10.0	20.0	11.0	11.0	11.0	19.0	11.0	11.0	
ENSDARG00000083622	dre-mir-124-6										8.0		9.0	9.0	8.0	15.0	16.0	21.0	25.0
ENSDARG00000083699	CT027646.4										4.0								
ENSDARG00000083738	AL845550.1														3.0	3.0			
ENSDARG00000083760	CU929115.1					10.0	3.0												
ENSDARG00000083784	AL954715.6					14.0	63.0	34.0	23.0	30.0	22.0	17.0	11.0	7.0	6.0				
ENSDARG00000083826	CR792441.3						6.0		7.0	6.0									
ENSDARG00000083842	CR936322.1						6.0	7.0	6.0	6.0	5.0								
ENSDARG00000083894	CR925757.1										11.0								
ENSDARG00000083937	CR925757.2					7.0	8.0	7.0		12.0	6.0	6.0							
ENSDARG00000083950	SNORD83A								9.0										
ENSDARG00000083986	CT027646.5									9.0	8.0								
ENSDARG00000084089	BX663520.1	9.0	24.0		16.0		11.0												
ENSDARG00000084209	BX927310.2						8.0	6.0	7.0	6.0	5.0								
ENSDARG00000084310	CU855886.1											6.0							
ENSDARG00000084441	CR354381.1						7.0	12.0	7.0	18.0	12.0	6.0	6.0		14.0				
ENSDARG00000084532	CR339054.3					14.0	23.0	15.0	20.0	6.0	6.0								
ENSDARG00000084582	ENSDARG00000084582								13.0	14.0									
ENSDARG00000084628	CU693368.1						26.0	23.0	35.0	23.0	31.0	11.0	8.0	7.0	5.0				
ENSDARG00000084784	ENSDARG00000084784					6.0	13.0	11.0	13.0	11.0	5.0	5.0							
ENSDARG00000084828	BX890562.1						6.0	6.0	13.0	6.0	6.0								
ENSDARG00000084989	ENSDARG00000084989									11.0									
ENSDARG00000084991	BX284638.1					12.0	15.0	18.0	14.0	14.0	13.0	6.0			6.0				
ENSDARG00000084995	CR936321.4						27.0	7.0	20.0	17.0	16.0	11.0			6.0				
ENSDARG00000085485	CU693368.2					13.0	15.0	26.0	22.0	32.0	18.0	12.0							
ENSDARG00000085497	BX294109.1					6.0	6.0												
ENSDARG00000085561	CR759894.1		12.0	7.0	24.0	23.0							8.0	7.0		14.0	22.0	24.0	23.0
ENSDARG00000085734	ENSDARG00000085734							6.0	8.0	8.0	7.0	7.0			6.0				
ENSDARG00000085826	ENSDARG00000085826	2.0	0.7																
ENSDARG00000085831	ENSDARG00000085831						13.0	13.0	15.0	14.0	21.0								
ENSDARG00000086017	zgc:153681	56.0	36.0	54.0	40.0	6.0	0.9			0.4									
ENSDARG00000086027	si:ch211-168d23.3												0.6	0.5	2.0	2.0	2.0	3.0	3.0
ENSDARG00000086033	tspan5a					0.6				1.0	2.0	2.0	5.0	9.0	9.0	14.0	18.0	18.0	17.0
ENSDARG00000086034	nectin1b	0.7	1.0	7.0	13.0	8.0	2.0	0.9	7.0	20.0	13.0	15.0	16.0	13.0	14.0	17.0	29.0	34.0	34.0
ENSDARG00000086037	ENSDARG00000086037	3.0	4.0	3.0	3.0	3.0	2.0	0.7	2.0	4.0	3.0	4.0	5.0	5.0	11.0	15.0	19.0	18.0	16.0
ENSDARG00000086041	ENSDARG00000086041			1.0	2.0	4.0	7.0	6.0	7.0	3.0	2.0	2.0	2.0	2.0	0.3	1.0		0.4	
ENSDARG00000086048	si:ch211-229i14.2								0.4	0.7	0.7	0.6	0.8	0.4	0.9	1.0	1.0	2.0	2.0
ENSDARG00000086052	si:ch211-106k21.5								8.0	4.0	1.0	2.0	5.0	5.0		3.0	1.0	2.0	
ENSDARG00000086055	si:dkey-7e14.3	1.0	1.0							0.7									1.0
ENSDARG00000086056	plekhg6						4.0	5.0	10.0	6.0	5.0	4.0	5.0	5.0	3.0	5.0	5.0	5.0	4.0
ENSDARG00000086057	plxnd1	0.7	1.0	1.0	2.0	1.0	0.8	0.9	0.8	7.0	6.0	10.0	12.0	8.0	6.0	6.0	5.0	7.0	7.0
ENSDARG00000086070	fgf20b		0.7	2.0	0.8					0.6	2.0	4.0	3.0	1.0	3.0	3.0	2.0	2.0	3.0
ENSDARG00000086075	ttc3	5.0	29.0	66.0	47.0	18.0	8.0	11.0	15.0	29.0	27.0	24.0	14.0	14.0	18.0	12.0	10.0	15.0	18.0
ENSDARG00000086077	ENSDARG00000086077								0.3										
ENSDARG00000086084	ENSDARG00000086084																		2.0
ENSDARG00000086091	kcnn4													0.4	0.6	0.5	1.0	1.0	0.6
ENSDARG00000086098	ENSDARG00000086098		1.0	3.0	2.0	0.9	0.3	0.5	2.0	3.0	5.0	5.0	4.0	4.0	4.0	8.0	12.0	10.0	19.0
ENSDARG00000086100	cd302	14.0	17.0	30.0	41.0	20.0	8.0	3.0	2.0	6.0	4.0	6.0	6.0	5.0	4.0	6.0	11.0	17.0	22.0
ENSDARG00000086103	slc37a1	2.0	5.0	6.0	8.0	3.0	8.0	8.0	10.0	7.0	5.0	7.0	7.0	7.0	5.0	6.0	8.0	7.0	5.0
ENSDARG00000086104	slco5a1a	17.0	16.0	19.0	19.0	4.0	1.0	3.0	4.0	4.0	4.0	5.0	6.0	8.0	16.0	17.0	26.0	27.0	27.0
ENSDARG00000086107	FO744847.1	2.0	5.0	25.0	21.0	14.0	8.0	7.0	10.0	10.0	9.0	8.0	4.0	4.0	5.0	4.0	3.0	4.0	6.0
ENSDARG00000086112	si:ch211-266i6.3	243.0	254.0	455.0	403.0	55.0	8.0	10.0	16.0	30.0	25.0	28.0	29.0	25.0	25.0	22.0	18.0	17.0	12.0
ENSDARG00000086114	CR792417.1																2.0	0.9	
ENSDARG00000086126	trim33l	9.0	18.0	34.0	36.0	34.0	42.0	45.0	25.0	13.0	10.0	12.0	9.0	6.0	6.0	4.0	3.0	2.0	2.0
ENSDARG00000086133	si:ch73-267c23.10	5.0	5.0	5.0	2.0	1.0					2.0	2.0	0.9	0.4	0.5	0.4	0.7	1.0	3.0
ENSDARG00000086150	wrap53	26.0	32.0	62.0	48.0	32.0	18.0	22.0	26.0	32.0	22.0	19.0	15.0	11.0	13.0	8.0	7.0	8.0	6.0
ENSDARG00000086157	ENSDARG00000086157							29.0			40.0								
ENSDARG00000086158	ccbe1			6.0	5.0	3.0				0.5	1.0	2.0	4.0	4.0	4.0	2.0	3.0	3.0	2.0
ENSDARG00000086159	si:ch73-206d17.1																1.0	3.0	2.0
ENSDARG00000086161	ENSDARG00000086161											0.4			0.2	0.8	0.9	1.0	2.0
ENSDARG00000086162	znf385d							0.8	0.4	0.3	0.6	0.7	0.5	1.0	2.0	3.0	4.0	5.0	6.0
ENSDARG00000086169	rskrb		4.0	11.0	8.0	7.0	2.0			1.0	2.0	1.0	0.7	1.0	1.0	0.7	6.0	8.0	11.0
ENSDARG00000086172	ACVR1C			0.8														0.8	0.9
ENSDARG00000086173	relb	6.0	8.0	19.0	24.0	14.0	4.0	1.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	6.0	7.0	8.0
ENSDARG00000086182	ENSDARG00000086182			2.0	1.0	0.8	1.0	0.8	0.6	0.6	0.2	1.0	0.7	0.2	0.6				0.4
ENSDARG00000086183	vkorc1		2.0	8.0	9.0	3.0	3.0	1.0	1.0	10.0	14.0	22.0	28.0	25.0	14.0	14.0	16.0	16.0	6.0
ENSDARG00000086184	FBXO48																2.0	1.0	2.0
ENSDARG00000086189	mgp									3.0	1.0		1.0			2.0		1.0	1.0
ENSDARG00000086204	gsg1l2a																3.0		
ENSDARG00000086207	grin2da	0.7	1.0	2.0	2.0	1.0	0.5	0.4	0.1	4.0	1.0	0.5	0.3	0.5	0.5	1.0	3.0	4.0	3.0
ENSDARG00000086214	ntrk3b											0.1	0.7	1.0	2.0	3.0	10.0	9.0	10.0
ENSDARG00000086215	gpr156				0.3								0.1	0.5	0.6	0.5	0.9	1.0	0.9
ENSDARG00000086216	prr13	112.0	120.0	75.0	66.0	51.0	51.0	54.0	41.0	34.0	48.0	47.0	43.0	46.0	41.0	46.0	62.0	75.0	71.0
ENSDARG00000086218	nkd3					0.3	1.0	2.0	1.0	0.8	0.3	0.3				0.3			
ENSDARG00000086221	si:ch211-226h8.4	221.0	104.0	44.0	67.0	50.0	38.0	49.0	27.0	5.0	4.0	1.0	1.0						
ENSDARG00000086222	nat16								0.6	5.0	8.0	15.0	12.0	13.0	17.0	15.0	17.0	15.0	15.0
ENSDARG00000086223	si:ch73-144d13.4	7.0	10.0	5.0	4.0	15.0	28.0	28.0	20.0	20.0	16.0	15.0	7.0	7.0	9.0	7.0	5.0	5.0	5.0
ENSDARG00000086224	ENSDARG00000086224			0.5													1.0	2.0	2.0
ENSDARG00000086228	si:dkey-120c6.5								0.8							0.3	1.0	2.0	2.0
ENSDARG00000086236	F2R					5.0	10.0	10.0	5.0	4.0	2.0	3.0	3.0	2.0	2.0	0.8	0.8	0.8	0.8
ENSDARG00000086245	si:dkeyp-121d2.7	4.0	7.0	33.0	24.0	7.0	2.0	2.0	7.0	4.0	3.0	4.0	3.0	3.0	4.0	4.0	2.0	3.0	2.0
ENSDARG00000086247	si:ch73-189n23.1	18.0	16.0	21.0	31.0	18.0	17.0	14.0	10.0	2.0	3.0	1.0							
ENSDARG00000086248	kcnj1a.3											0.7	6.0	3.0		1.0	4.0	6.0	7.0
ENSDARG00000086254	hhla2b.2								0.6	8.0	18.0	13.0	30.0	31.0	11.0	16.0	12.0	20.0	26.0
ENSDARG00000086255	si:rp71-1c10.10					3.0	2.0	2.0	2.0	0.8	0.8								
ENSDARG00000086256	si:ch211-236p5.2								0.6	0.4	0.3	0.4	0.6	0.5	0.5	0.5	0.4	1.0	3.0
ENSDARG00000086259	CU469420.1	1.0	5.0	13.0	10.0	6.0	0.7		0.8	2.0	2.0	1.0	0.8	0.7		0.6	1.0	0.7	2.0
ENSDARG00000086261	fhdc4						1.0	4.0	17.0	6.0	2.0	2.0	3.0	5.0	1.0	4.0	4.0	5.0	3.0
ENSDARG00000086262	F2R					2.0	0.4												
ENSDARG00000086265	bsnd											0.9	3.0	2.0	1.0	1.0	2.0	3.0	2.0
ENSDARG00000086266	CR925773.1																3.0	3.0	4.0
ENSDARG00000086269	ndst2a	9.0	9.0	76.0	50.0	28.0	4.0	4.0	16.0	42.0	38.0	39.0	35.0	25.0	25.0	17.0	18.0	17.0	15.0
ENSDARG00000086271	acyp2											2.0	5.0	4.0	4.0		2.0	4.0	4.0
ENSDARG00000086272	si:dkey-4p15.5														1.0	5.0	34.0	45.0	40.0
ENSDARG00000086277	ENSDARG00000086277		1.0	3.0	1.0								1.0	2.0		1.0	5.0	6.0	5.0
ENSDARG00000086283	cnsta	17.0	35.0	33.0	39.0	35.0	13.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	5.0	4.0	6.0	8.0	7.0
ENSDARG00000086288	scg3	3.0	4.0	2.0	3.0	3.0	10.0	13.0	11.0	14.0	17.0	17.0	19.0	15.0	16.0	37.0	90.0	89.0	96.0
ENSDARG00000086292	ENSDARG00000086292					0.3		2.0	23.0	23.0	26.0	32.0	25.0	23.0	19.0	19.0	17.0	15.0	13.0
ENSDARG00000086294	ENSDARG00000086294												0.5	0.8	0.9	2.0	0.9	2.0	1.0
ENSDARG00000086296	znf1137				0.6	14.0	7.0	5.0	3.0	0.9	1.0	0.6	0.6	0.4					
ENSDARG00000086300	FAM107A			0.8				0.7	3.0			1.0	2.0	2.0	0.7	2.0	6.0	11.0	10.0
ENSDARG00000086302	proser1	2.0	5.0	10.0	13.0	16.0	35.0	48.0	54.0	55.0	45.0	49.0	43.0	36.0	47.0	39.0	27.0	23.0	20.0
ENSDARG00000086304	ENSDARG00000086304	2.0	2.0	5.0	5.0	20.0	16.0	16.0	10.0	8.0	6.0	4.0							
ENSDARG00000086305	si:ch211-63b16.4									0.5	1.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	4.0
ENSDARG00000086309	erlec1	104.0	211.0	304.0	332.0	244.0	74.0	41.0	43.0	63.0	45.0	55.0	45.0	44.0	34.0	31.0	31.0	23.0	19.0
ENSDARG00000086310	cabcoco1		0.9	3.0	0.9	0.9	2.0	2.0	2.0	5.0	2.0	3.0	1.0	4.0	0.9	2.0	2.0	0.9	1.0
ENSDARG00000086317	si:ch211-67e16.4	22.0	19.0	39.0	32.0	10.0	3.0	2.0	6.0	11.0	10.0	13.0	10.0	11.0	14.0	15.0	13.0	13.0	12.0
ENSDARG00000086324	si:dkey-274m17.3	1.0	3.0	4.0	3.0	0.5		0.6	1.0	3.0	2.0	2.0	0.8	0.8	0.9	0.5	2.0	2.0	2.0
ENSDARG00000086326	CABZ01071939.1	3.0	3.0	5.0	4.0	2.0	1.0	0.6		0.8	3.0	11.0	15.0	7.0	5.0	6.0	6.0	6.0	7.0
ENSDARG00000086327	srrm4	0.1	0.3	0.3	0.3	0.9	2.0	2.0	1.0	1.0	2.0	2.0	3.0	4.0	8.0	6.0	6.0	7.0	7.0
ENSDARG00000086332	bri3	17.0	24.0	39.0	46.0	58.0	45.0	37.0	50.0	44.0	35.0	50.0	42.0	39.0	32.0	36.0	39.0	44.0	46.0
ENSDARG00000086336	si:ch211-157b11.12	82.0	67.0	43.0	34.0	7.0	2.0	3.0	5.0	5.0	4.0	5.0	7.0	6.0	5.0	5.0	8.0	9.0	9.0
ENSDARG00000086337	si:dkey-102g19.3														1.0	2.0	1.0	8.0	1.0
ENSDARG00000086341	ENSDARG00000086341	39.0	51.0	68.0	65.0	27.0	25.0	26.0	35.0	39.0	41.0	34.0	36.0	41.0	29.0	36.0	27.0	29.0	19.0
ENSDARG00000086342	zgc:101566	51.0	52.0	39.0	32.0	6.0	5.0	3.0	2.0	3.0	3.0	4.0	5.0	8.0	8.0	12.0	18.0	22.0	23.0
ENSDARG00000086345	cux2b	2.0	1.0	11.0	12.0	6.0	1.0	0.4				0.1	0.4	0.8	4.0	2.0	2.0	2.0	2.0
ENSDARG00000086350	ENSDARG00000086350										0.5	0.8							
ENSDARG00000086351	ENSDARG00000086351							48.0	11.0		40.0	10.0							
ENSDARG00000086352	zp2.1	31.0	21.0	20.0	23.0	19.0	15.0	13.0	11.0	3.0	4.0	0.6	0.5						
ENSDARG00000086355	ENSDARG00000086355		0.7	2.0	1.0	1.0	1.0	0.4	0.5		0.5	0.5	0.5	0.4	0.6	0.2	0.3	0.2	0.1
ENSDARG00000086356	ENSDARG00000086356	0.8	4.0	9.0	7.0	6.0	2.0	2.0	7.0	5.0	4.0	3.0	6.0	5.0	3.0	3.0	3.0	6.0	5.0
ENSDARG00000086362	pou6f2	7.0	11.0	11.0	11.0	8.0	2.0	0.5						0.1	0.7	3.0	3.0	2.0	3.0
ENSDARG00000086369	si:ch211-167j9.5												0.8	0.5	0.5	0.5	0.6	0.6	1.0
ENSDARG00000086374	isg15				0.9	39.0	29.0	19.0	5.0	7.0	0.6	1.0						0.8	3.0
ENSDARG00000086391	cald1b						0.8	0.9	0.8							0.4	10.0	12.0	10.0
ENSDARG00000086393	dbx1a					8.0	4.0	6.0	53.0	39.0	39.0	49.0	55.0	74.0	89.0	43.0	9.0	12.0	8.0
ENSDARG00000086405	mterf2	2.0	4.0	9.0	9.0	4.0	0.4	0.9	0.8	3.0	3.0	2.0	3.0	2.0	3.0	4.0	4.0	6.0	4.0
ENSDARG00000086408	zgc:171717	1.0	0.6																
